15,216,2.83763766
15,367,2.83763766
15,556,2.83763766
15,913,2.83763766
15,1047,2.83763766
15,1131,2.83763766
15,1147,2.83763766
15,1189,2.83763766
15,1201,2.83763766
15,1209,2.83763766
15,1254,2.83763766
15,1283,2.83763766
15,1284,2.83763766
15,1361,2.83763766
15,1502,2.83763766
15,1753,2.83763766
15,2020,2.83763766
15,2313,2.83763766
15,2413,2.83763766
15,2528,2.83763766
15,2915,2.83763766
15,2990,2.83763766
15,2993,2.83763766
15,3007,2.83763766
15,3256,2.83763766
15,3265,2.83763766
15,3275,2.83763766
15,3285,2.83763766
15,3316,2.83763766
15,3633,2.83763766
15,3635,2.83763766
15,3638,2.83763766
15,3639,2.83763766
15,3755,2.83763766
15,3968,2.83763766
15,4005,2.83763766
15,4007,2.83763766
15,4019,2.83763766
15,4085,2.83763766
15,4149,2.83763766
15,4247,2.83763766
15,4299,2.83763766
15,4322,2.83763766
15,4351,2.83763766
15,4388,2.83763766
15,4489,2.83763766
15,4719,2.83763766
15,4823,2.83763766
15,4974,2.83763766
15,4992,2.83763766
15,5110,2.83763766
15,5120,2.83763766
15,5171,2.83763766
15,5291,2.83763766
15,5298,2.83763766
15,5299,2.83763766
15,5339,2.83763766
15,5391,2.83763766
15,5620,2.83763766
15,5816,2.83763766
15,5903,2.83763766
15,6059,2.83763766
15,6155,2.83763766
15,6157,2.83763766
15,6188,2.83763766
15,6283,2.83763766
15,6287,2.83763766
15,6586,2.83763766
15,6754,2.83763766
15,6879,2.83763766
15,6947,2.83763766
15,6989,2.83763766
15,7003,2.83763766
15,7004,2.83763766
15,7123,2.83763766
15,7173,2.83763766
15,7325,2.83763766
15,7444,2.83763766
15,7445,2.83763766
15,7451,2.83763766
15,7569,2.83763766
15,7573,2.83763766
15,7698,2.83763766
15,7792,2.83763766
15,8464,2.83763766
15,8581,2.83763766
15,8641,2.83763766
15,8781,2.83763766
15,8807,2.83763766
15,8950,2.83763766
15,8972,2.83763766
15,8974,2.83763766
15,26587,2.83763766
15,27478,2.83763766
15,27821,2.83763766
15,27904,2.83763766
15,30812,2.83763766
15,30825,2.83763766
15,31685,2.83763766
15,34072,2.83763766
15,34150,2.83763766
15,34334,2.83763766
15,34405,2.83763766
15,36529,2.83763766
15,37741,2.83763766
15,40583,2.83763766
15,40815,2.83763766
15,42718,2.83763766
15,44761,2.83763766
15,45447,2.83763766
15,45517,2.83763766
15,45666,2.83763766
15,45720,2.83763766
15,45722,2.83763766
15,45728,2.83763766
15,46723,2.83763766
15,46970,2.83763766
15,46972,2.83763766
15,48043,2.83763766
15,48082,2.83763766
15,48394,2.83763766
15,51662,2.83763766
15,52245,2.83763766
15,52328,2.83763766
15,52973,2.83763766
15,53322,2.83763766
15,54001,2.83763766
15,54272,2.83763766
15,54881,2.83763766
15,55247,2.83763766
15,55269,2.83763766
15,55442,2.83763766
15,55765,2.83763766
15,56174,2.83763766
15,56367,2.83763766
15,56782,2.83763766
15,57368,2.83763766
15,58295,2.83763766
15,59369,2.83763766
15,59784,2.83763766
15,59900,2.83763766
15,60074,2.83763766
15,60126,2.83763766
15,61024,2.83763766
15,61394,2.83763766
15,62374,2.83763766
15,62511,2.83763766
15,63082,2.83763766
15,63859,2.83763766
15,64839,2.83763766
15,64957,2.83763766
15,65642,2.83763766
15,67087,2.83763766
15,67734,2.83763766
15,68793,2.83763766
15,69306,2.83763766
15,69406,2.83763766
15,71535,2.83763766
15,72378,2.83763766
15,74795,2.83763766
15,76293,2.83763766
15,77364,2.83763766
15,77455,2.83763766
15,79057,2.83763766
15,79293,2.83763766
15,79428,2.83763766
15,79695,2.83763766
15,80463,2.83763766
